date,department,bed_capacity,occupied_beds,available_beds,icu_capacity,icu_occupancy,doctors_allocated,nurses_allocated,equipment_utilization_pct,mri_usage,ct_usage,ventilator_available,daily_admissions,bed_occupancy_rate,icu_utilization_rate,staff_to_patient_ratio,nurse_to_patient_ratio,resource_status,admissions,avg_wait_time,emergency_cases,avg_treatment_duration,readmission_rate,avg_cost,icu_required
2025-01-11,Pediatrics,42,32,10,6,1,11,32,80.0,4,0,5,1,0.7619047619047619,0.16666666666666666,1.34,1.0,Balanced,1.0,92.8,0.0,1.0,0.0,3761.07,0.0
2025-01-11,Oncology,40,30,10,3,0,11,32,84.3,2,1,3,0,0.75,0.0,1.43,1.07,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11,Surgery,52,37,15,8,1,17,42,91.5,4,15,7,0,0.7115384615384616,0.125,1.59,1.14,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11,Maternity,46,25,21,4,0,13,41,79.8,3,0,4,0,0.5434782608695652,0.0,2.16,1.64,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,Emergency,58,58,0,8,5,26,59,80.4,10,28,3,5,1.0,0.625,1.47,1.02,Over-utilized,5.0,170.57999999999998,2.0,3.4,0.0,6597.558,0.0
2025-01-12,ICU,34,34,0,34,33,19,66,90.2,4,9,0,6,1.0,0.9705882352941176,2.5,1.94,Over-utilized,6.0,71.31666666666666,1.0,6.5,0.16666666666666666,13961.426666666666,4.0
2025-01-12,Cardiology,48,36,12,10,2,17,39,83.4,3,9,8,1,0.75,0.2,1.56,1.08,Balanced,1.0,111.1,0.0,6.0,0.0,8747.51,0.0
2025-01-12,Orthopedics,44,27,17,2,1,7,32,78.1,4,11,1,0,0.6136363636363636,0.5,1.44,1.19,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,General Medicine,76,70,6,5,2,19,54,79.0,4,16,3,5,0.9210526315789473,0.4,1.04,0.77,Over-utilized,5.0,129.68,1.0,3.8,0.0,6796.222,1.0
2025-01-12,Neurology,36,26,10,5,2,11,33,79.9,8,13,3,2,0.7222222222222222,0.4,1.69,1.27,Balanced,2.0,114.44999999999999,0.0,2.5,0.5,5489.745,1.0
2025-01-12,Pediatrics,42,31,11,6,2,13,28,79.7,6,11,4,2,0.7380952380952381,0.3333333333333333,1.32,0.9,Balanced,2.0,81.95,0.0,1.5,0.0,3816.3,0.0
2025-01-12,Oncology,40,31,9,3,0,13,36,88.9,3,11,3,1,0.775,0.0,1.58,1.16,Balanced,1.0,118.3,0.0,4.0,0.0,6368.75,0.0
2025-01-12,Surgery,52,39,13,8,2,17,45,92.3,1,17,6,0,0.75,0.25,1.59,1.15,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,Maternity,46,31,15,4,2,15,34,78.5,0,0,2,1,0.6739130434782609,0.5,1.58,1.1,Balanced,1.0,78.5,0.0,6.0,0.0,7998.15,0.0
2025-01-13,Emergency,58,55,3,8,2,22,54,92.4,10,29,6,2,0.9482758620689655,0.25,1.38,0.98,Over-utilized,2.0,123.10000000000001,2.0,2.0,0.0,4638.77,1.0
2025-01-13,ICU,34,31,3,34,31,19,59,83.9,4,8,0,0,0.9117647058823529,0.9117647058823529,2.52,1.9,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,Cardiology,48,40,8,10,4,16,34,77.2,2,7,6,1,0.8333333333333334,0.4,1.25,0.85,Balanced,1.0,69.0,1.0,3.0,0.0,5493.75,0.0
2025-01-13,Orthopedics,44,31,13,2,1,9,28,85.6,6,8,1,2,0.7045454545454546,0.5,1.19,0.9,Balanced,2.0,151.25,0.0,3.0,0.0,6492.514999999999,0.0
2025-01-13,General Medicine,76,65,11,5,0,19,51,78.7,4,15,5,4,0.8552631578947368,0.0,1.08,0.78,Over-utilized,4.0,106.375,0.0,1.75,0.25,4940.75,0.0
2025-01-13,Neurology,36,32,4,5,1,10,33,89.8,12,1,4,2,0.8888888888888888,0.2,1.34,1.03,Over-utilized,2.0,116.2,0.0,2.5,0.0,5353.575,1.0
2025-01-13,Pediatrics,42,27,15,6,2,14,33,82.8,0,13,4,0,0.6428571428571429,0.3333333333333333,1.74,1.22,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,Oncology,40,28,12,3,0,6,28,87.9,3,6,3,0,0.7,0.0,1.21,1.0,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,Surgery,52,39,13,8,1,14,36,82.1,4,12,7,1,0.75,0.125,1.28,0.92,Balanced,1.0,62.8,1.0,2.0,0.0,5143.32,1.0
2025-01-13,Maternity,46,34,12,4,1,14,37,92.9,0,1,3,3,0.7391304347826086,0.25,1.5,1.09,Balanced,3.0,47.93333333333334,1.0,1.0,0.3333333333333333,3826.0266666666666,0.0
2025-01-14,Emergency,58,53,5,8,3,23,55,95.6,10,35,5,2,0.9137931034482759,0.375,1.47,1.04,Over-utilized,2.0,150.35,1.0,2.5,0.5,5323.235,0.0
2025-01-14,ICU,34,34,0,34,32,18,64,89.9,4,17,0,2,1.0,0.9411764705882353,2.41,1.88,Over-utilized,2.0,65.75,1.0,4.0,0.0,12184.605,0.0
2025-01-14,Cardiology,48,37,11,10,2,13,39,87.7,2,11,8,0,0.7708333333333334,0.2,1.41,1.05,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,Orthopedics,44,32,12,2,0,11,25,78.6,5,2,2,2,0.7272727272727273,0.0,1.12,0.78,Balanced,2.0,108.0,1.0,5.0,0.0,7553.115,0.0
2025-01-14,General Medicine,76,57,19,5,1,25,55,82.9,1,14,4,2,0.75,0.2,1.4,0.96,Balanced,2.0,109.15,0.0,2.0,0.0,4685.68,1.0
2025-01-14,Neurology,36,31,5,5,0,13,26,87.2,8,11,5,1,0.8611111111111112,0.0,1.26,0.84,Over-utilized,1.0,181.2,0.0,2.0,0.0,5671.66,0.0
2025-01-14,Pediatrics,42,29,13,6,0,14,31,88.4,5,9,6,2,0.6904761904761905,0.0,1.55,1.07,Balanced,2.0,145.05,0.0,2.0,0.0,5437.775,0.0
2025-01-14,Oncology,40,29,11,3,1,11,30,80.5,5,3,2,0,0.725,0.3333333333333333,1.41,1.03,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,Surgery,52,40,12,8,2,18,38,82.5,4,9,6,0,0.7692307692307693,0.25,1.4,0.95,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,Maternity,46,28,18,4,0,13,35,66.3,1,0,4,2,0.6086956521739131,0.0,1.71,1.25,Under-utilized,2.0,112.75,0.0,3.5,0.0,6618.245,0.0
2025-01-15,Emergency,58,58,0,8,0,22,57,105.4,12,38,8,7,1.0,0.0,1.36,0.98,Over-utilized,7.0,118.72857142857143,5.0,2.4285714285714284,0.0,5201.355714285714,0.0
2025-01-15,ICU,34,33,1,34,29,17,71,106.3,3,9,2,1,0.9705882352941176,0.8529411764705882,2.67,2.15,Over-utilized,1.0,101.4,0.0,17.0,0.0,26013.47,0.0
2025-01-15,Cardiology,48,38,10,10,4,12,26,87.7,4,14,6,0,0.7916666666666666,0.4,1.0,0.68,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,Orthopedics,44,30,14,2,0,9,28,72.1,2,3,2,1,0.6818181818181818,0.0,1.23,0.93,Balanced,1.0,81.1,0.0,5.0,0.0,7699.96,0.0
2025-01-15,General Medicine,76,62,14,5,2,19,48,92.6,0,17,3,3,0.8157894736842105,0.4,1.08,0.77,Balanced,3.0,129.5,1.0,3.3333333333333335,0.0,5663.040000000001,0.0
2025-01-15,Neurology,36,29,7,5,0,11,26,86.1,11,5,5,1,0.8055555555555556,0.0,1.28,0.9,Balanced,1.0,126.6,0.0,9.0,0.0,12505.61,0.0
2025-01-15,Pediatrics,42,35,7,6,0,12,34,81.6,3,11,6,1,0.8333333333333334,0.0,1.31,0.97,Balanced,1.0,64.4,0.0,1.0,0.0,3818.86,0.0
2025-01-15,Oncology,40,31,9,3,0,13,23,82.6,5,6,3,1,0.775,0.0,1.16,0.74,Balanced,1.0,100.1,0.0,4.0,0.0,7341.19,0.0
2025-01-15,Surgery,52,42,10,8,4,22,36,84.2,5,16,4,1,0.8076923076923077,0.5,1.38,0.86,Balanced,1.0,61.0,0.0,1.0,0.0,2965.17,0.0
2025-01-15,Maternity,46,27,19,4,0,12,32,83.4,3,0,4,1,0.5869565217391305,0.0,1.63,1.19,Under-utilized,1.0,62.9,0.0,2.0,0.0,4426.03,0.0
2025-01-16,Emergency,58,55,3,8,3,19,55,73.8,9,23,5,5,0.9482758620689655,0.375,1.35,1.0,Over-utilized,5.0,111.88,5.0,2.4,0.2,4659.338,0.0
2025-01-16,ICU,34,31,3,34,29,18,61,94.4,9,16,2,1,0.9117647058823529,0.8529411764705882,2.55,1.97,Over-utilized,1.0,58.1,1.0,1.0,0.0,9197.84,1.0
2025-01-16,Cardiology,48,41,7,10,2,13,36,103.9,5,12,8,1,0.8541666666666666,0.2,1.2,0.88,Over-utilized,1.0,75.3,0.0,1.0,0.0,3342.94,0.0
2025-01-16,Orthopedics,44,33,11,2,0,15,31,69.0,7,5,2,2,0.75,0.0,1.39,0.94,Balanced,2.0,125.0,0.0,7.5,0.0,9426.775000000001,0.0
2025-01-16,General Medicine,76,63,13,5,1,20,50,87.9,3,15,4,3,0.8289473684210527,0.2,1.11,0.79,Balanced,3.0,113.89999999999999,0.0,5.0,0.0,7734.716666666667,0.0
2025-01-16,Neurology,36,29,7,5,0,15,30,83.4,8,6,5,0,0.8055555555555556,0.0,1.55,1.03,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,Pediatrics,42,32,10,6,0,15,32,76.2,3,5,6,1,0.7619047619047619,0.0,1.47,1.0,Balanced,1.0,63.0,0.0,1.0,0.0,3453.77,0.0
2025-01-16,Oncology,40,25,15,3,0,12,27,82.9,3,2,3,0,0.625,0.0,1.56,1.08,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,Surgery,52,36,16,8,1,17,40,77.8,1,15,7,1,0.6923076923076923,0.125,1.58,1.11,Balanced,1.0,63.6,0.0,1.0,0.0,3434.1,0.0
2025-01-16,Maternity,46,28,18,4,2,14,40,78.6,3,5,2,0,0.6086956521739131,0.5,1.93,1.43,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,Emergency,58,54,4,8,4,17,52,83.0,9,20,4,1,0.9310344827586207,0.5,1.28,0.96,Over-utilized,1.0,237.9,1.0,1.0,0.0,4534.03,1.0
2025-01-17,ICU,34,34,0,34,33,19,64,81.9,0,16,0,4,1.0,0.9705882352941176,2.44,1.88,Over-utilized,4.0,68.3,0.0,7.75,0.5,14830.3275,3.0
2025-01-17,Cardiology,48,38,10,10,3,16,41,81.2,4,16,7,3,0.7916666666666666,0.3,1.5,1.08,Balanced,3.0,102.2,1.0,2.6666666666666665,0.0,5572.973333333334,1.0
2025-01-17,Orthopedics,44,34,10,2,1,12,27,84.4,8,11,1,2,0.7727272727272727,0.5,1.15,0.79,Balanced,2.0,98.3,0.0,4.5,0.0,6957.915000000001,1.0
2025-01-17,General Medicine,76,64,12,5,1,23,59,75.2,4,10,4,1,0.8421052631578947,0.2,1.28,0.92,Balanced,1.0,176.8,0.0,2.0,0.0,5259.67,0.0
2025-01-17,Neurology,36,33,3,5,1,13,32,87.6,14,13,4,3,0.9166666666666666,0.2,1.36,0.97,Over-utilized,3.0,102.73333333333333,1.0,2.3333333333333335,0.0,5655.986666666667,1.0
2025-01-17,Pediatrics,42,33,9,6,2,14,28,92.4,5,7,4,1,0.7857142857142857,0.3333333333333333,1.27,0.85,Balanced,1.0,66.3,0.0,3.0,0.0,6396.04,0.0
2025-01-17,Oncology,40,32,8,3,2,12,32,86.9,5,8,1,0,0.8,0.6666666666666666,1.38,1.0,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,Surgery,52,39,13,8,1,15,38,82.2,3,6,7,0,0.75,0.125,1.36,0.97,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,Maternity,46,32,14,4,0,13,33,81.8,6,5,4,3,0.6956521739130435,0.0,1.44,1.03,Balanced,3.0,58.166666666666664,0.0,5.0,0.0,8336.643333333333,0.0
2025-01-18,Emergency,58,58,0,8,2,20,53,98.6,12,34,6,2,1.0,0.25,1.26,0.91,Over-utilized,2.0,178.85,0.0,2.0,0.0,5096.3150000000005,1.0
2025-01-18,ICU,34,34,0,34,30,17,66,86.2,5,15,1,3,1.0,0.8823529411764706,2.44,1.94,Over-utilized,3.0,112.16666666666667,0.0,17.666666666666668,0.0,24720.7,3.0
2025-01-18,Cardiology,48,35,13,10,5,17,35,82.3,3,10,5,1,0.7291666666666666,0.5,1.49,1.0,Balanced,1.0,75.0,0.0,7.0,0.0,10718.68,0.0
2025-01-18,Orthopedics,44,32,12,2,0,13,27,83.0,4,10,2,3,0.7272727272727273,0.0,1.25,0.84,Balanced,3.0,128.29999999999998,2.0,2.0,0.0,4829.006666666667,0.0
2025-01-18,General Medicine,76,65,11,5,1,14,47,68.9,3,15,4,2,0.8552631578947368,0.2,0.94,0.72,Over-utilized,2.0,113.1,0.0,1.5,0.5,4468.46,1.0
2025-01-18,Neurology,36,32,4,5,0,15,31,88.5,7,4,5,3,0.8888888888888888,0.0,1.44,0.97,Over-utilized,3.0,143.6,0.0,4.666666666666667,0.6666666666666666,7286.946666666667,1.0
2025-01-18,Pediatrics,42,32,10,6,0,11,32,86.4,5,7,6,2,0.7619047619047619,0.0,1.34,1.0,Balanced,2.0,115.25,0.0,1.5,0.0,4756.335,0.0
2025-01-18,Oncology,40,33,7,3,2,12,34,80.5,4,4,1,1,0.825,0.6666666666666666,1.39,1.03,Balanced,1.0,73.6,0.0,5.0,0.0,6746.97,0.0
2025-01-18,Surgery,52,37,15,8,3,19,43,91.4,3,11,5,2,0.7115384615384616,0.375,1.68,1.16,Balanced,2.0,88.3,0.0,2.0,0.0,4425.505,1.0
2025-01-18,Maternity,46,28,18,4,0,12,38,79.2,0,4,4,1,0.6086956521739131,0.0,1.79,1.36,Under-utilized,1.0,131.6,0.0,6.0,1.0,8211.5,0.0
2025-01-19,Emergency,58,58,0,8,2,19,54,87.3,11,38,6,3,1.0,0.25,1.26,0.93,Over-utilized,3.0,150.4,3.0,2.6666666666666665,0.3333333333333333,6080.389999999999,0.0
2025-01-19,ICU,34,34,0,34,31,17,59,80.5,5,11,0,0,1.0,0.9117647058823529,2.24,1.74,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Cardiology,48,36,12,10,2,16,34,92.4,8,19,8,0,0.75,0.2,1.39,0.94,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Orthopedics,44,29,15,2,0,11,31,91.5,4,9,2,0,0.6590909090909091,0.0,1.45,1.07,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,General Medicine,76,75,1,5,0,19,51,85.8,6,14,5,3,0.9868421052631579,0.0,0.93,0.68,Over-utilized,3.0,102.73333333333333,1.0,2.0,0.0,5214.766666666666,0.0
2025-01-19,Neurology,36,27,9,5,1,10,26,87.3,10,7,4,0,0.75,0.2,1.33,0.96,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Pediatrics,42,33,9,6,0,10,43,87.2,2,6,6,1,0.7857142857142857,0.0,1.61,1.3,Balanced,1.0,77.7,0.0,1.0,0.0,2816.62,0.0
2025-01-19,Oncology,40,30,10,3,0,13,44,85.7,0,5,3,0,0.75,0.0,1.9,1.47,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Surgery,52,45,7,8,1,16,38,77.5,6,8,7,1,0.8653846153846154,0.125,1.2,0.84,Over-utilized,1.0,106.2,0.0,4.0,0.0,6090.19,0.0
2025-01-19,Maternity,46,31,15,4,0,13,35,90.8,2,6,4,1,0.6739130434782609,0.0,1.55,1.13,Balanced,1.0,23.5,1.0,4.0,0.0,5226.47,0.0
2025-01-20,Emergency,58,56,2,8,1,19,55,100.0,10,35,7,4,0.9655172413793104,0.125,1.32,0.98,Over-utilized,4.0,129.7,3.0,5.25,0.0,7883.77,2.0
2025-01-20,ICU,34,34,0,34,30,21,64,86.3,4,9,1,1,1.0,0.8823529411764706,2.5,1.88,Over-utilized,1.0,90.4,0.0,4.0,0.0,11259.28,1.0
2025-01-20,Cardiology,48,41,7,10,4,13,40,82.9,3,7,6,3,0.8541666666666666,0.4,1.29,0.98,Over-utilized,3.0,97.7,0.0,1.6666666666666667,0.0,4030.806666666667,1.0
2025-01-20,Orthopedics,44,32,12,2,1,13,21,78.9,8,10,1,1,0.7272727272727273,0.5,1.06,0.66,Balanced,1.0,100.7,0.0,1.0,0.0,3513.64,0.0
2025-01-20,General Medicine,76,62,14,5,0,20,49,86.7,5,11,5,2,0.8157894736842105,0.0,1.11,0.79,Balanced,2.0,100.55,0.0,2.0,0.0,4485.155,0.0
2025-01-20,Neurology,36,33,3,5,0,11,26,87.1,8,9,5,1,0.9166666666666666,0.0,1.12,0.79,Over-utilized,1.0,134.9,0.0,8.0,1.0,9767.78,0.0
2025-01-20,Pediatrics,42,28,14,6,0,13,35,75.8,1,2,6,0,0.6666666666666666,0.0,1.71,1.25,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Oncology,40,32,8,3,1,12,26,68.2,6,13,2,0,0.8,0.3333333333333333,1.19,0.81,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Surgery,52,40,12,8,0,18,46,88.1,5,14,8,0,0.7692307692307693,0.0,1.6,1.15,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Maternity,46,27,19,4,0,17,41,68.8,0,4,4,0,0.5869565217391305,0.0,2.15,1.52,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Emergency,58,55,3,8,0,23,46,90.6,10,36,8,4,0.9482758620689655,0.0,1.25,0.84,Over-utilized,4.0,121.69999999999999,3.0,3.0,0.0,6108.2225,0.0
2025-01-21,ICU,34,33,1,34,33,17,60,94.1,4,15,0,1,0.9705882352941176,0.9705882352941176,2.33,1.82,Over-utilized,1.0,69.5,0.0,5.0,0.0,13663.7,0.0
2025-01-21,Cardiology,48,39,9,10,2,16,34,91.5,6,16,8,2,0.8125,0.2,1.28,0.87,Balanced,2.0,117.4,0.0,10.0,0.0,12668.935,0.0
2025-01-21,Orthopedics,44,30,14,2,0,12,31,83.3,5,4,2,0,0.6818181818181818,0.0,1.43,1.03,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,General Medicine,76,58,18,5,1,15,57,80.0,2,19,4,2,0.7631578947368421,0.2,1.24,0.98,Balanced,2.0,105.6,1.0,2.0,0.0,5137.375,1.0
2025-01-21,Neurology,36,31,5,5,0,14,22,83.7,11,3,5,0,0.8611111111111112,0.0,1.16,0.71,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Pediatrics,42,30,12,6,2,12,35,95.4,5,3,4,1,0.7142857142857143,0.3333333333333333,1.57,1.17,Balanced,1.0,82.2,0.0,2.0,0.0,4673.3,0.0
2025-01-21,Oncology,40,36,4,3,0,10,30,91.1,7,5,3,5,0.9,0.0,1.11,0.83,Over-utilized,5.0,80.12,0.0,5.8,0.0,8186.972,0.0
2025-01-21,Surgery,52,43,9,8,3,18,47,89.2,6,11,5,0,0.8269230769230769,0.375,1.51,1.09,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Maternity,46,28,18,4,2,15,42,83.6,0,5,2,0,0.6086956521739131,0.5,2.04,1.5,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,Emergency,58,57,1,8,0,22,56,89.5,8,28,8,1,0.9827586206896551,0.0,1.37,0.98,Over-utilized,1.0,185.7,0.0,1.0,0.0,3611.05,0.0
2025-01-22,ICU,34,33,1,34,29,17,68,78.0,3,3,2,3,0.9705882352941176,0.8529411764705882,2.58,2.06,Over-utilized,3.0,83.26666666666667,0.0,7.0,0.0,14765.636666666667,2.0
2025-01-22,Cardiology,48,33,15,10,2,14,41,86.0,4,2,8,0,0.6875,0.2,1.67,1.24,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,Orthopedics,44,32,12,2,2,12,30,81.4,2,3,0,1,0.7272727272727273,1.0,1.31,0.94,Balanced,1.0,114.1,1.0,3.0,0.0,5541.23,0.0
2025-01-22,General Medicine,76,67,9,5,1,18,51,85.0,7,6,4,6,0.881578947368421,0.2,1.03,0.76,Over-utilized,6.0,102.39999999999999,2.0,3.6666666666666665,0.0,6725.741666666666,0.0
2025-01-22,Neurology,36,32,4,5,3,9,22,86.4,13,10,2,3,0.8888888888888888,0.6,0.97,0.69,Over-utilized,3.0,107.5,0.0,4.333333333333333,0.0,6539.0,0.0
2025-01-22,Pediatrics,42,31,11,6,0,10,31,67.6,1,13,6,1,0.7380952380952381,0.0,1.32,1.0,Balanced,1.0,61.5,0.0,3.0,0.0,5151.51,0.0
2025-01-22,Oncology,40,31,9,3,0,8,29,82.1,0,7,3,1,0.775,0.0,1.19,0.94,Balanced,1.0,66.0,1.0,10.0,0.0,10727.66,0.0
2025-01-22,Surgery,52,42,10,8,1,18,42,81.9,1,9,7,1,0.8076923076923077,0.125,1.43,1.0,Balanced,1.0,92.2,0.0,6.0,0.0,8614.07,0.0
2025-01-22,Maternity,46,29,17,4,0,16,33,81.0,0,11,4,4,0.6304347826086957,0.0,1.69,1.14,Under-utilized,4.0,72.1,0.0,3.0,0.25,6113.5650000000005,0.0
2025-01-23,Emergency,58,56,2,8,2,16,56,81.0,9,36,6,4,0.9655172413793104,0.25,1.29,1.0,Over-utilized,4.0,166.85,2.0,2.25,0.0,5220.2725,0.0
2025-01-23,ICU,34,32,2,34,31,15,67,92.9,6,17,0,1,0.9411764705882353,0.9117647058823529,2.56,2.09,Over-utilized,1.0,58.8,0.0,3.0,1.0,11613.71,1.0
2025-01-23,Cardiology,48,39,9,10,2,16,38,93.0,0,14,8,3,0.8125,0.2,1.38,0.97,Balanced,3.0,113.16666666666667,0.0,6.0,0.3333333333333333,8813.33,1.0
2025-01-23,Orthopedics,44,32,12,2,0,9,31,86.0,7,7,2,2,0.7272727272727273,0.0,1.25,0.97,Balanced,2.0,98.95,0.0,3.0,0.0,6099.29,0.0
2025-01-23,General Medicine,76,61,15,5,0,20,48,68.5,7,13,5,1,0.8026315789473685,0.0,1.11,0.79,Balanced,1.0,108.6,0.0,5.0,1.0,7251.76,0.0
2025-01-23,Neurology,36,28,8,5,1,12,32,101.5,6,12,4,0,0.7777777777777778,0.2,1.57,1.14,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Pediatrics,42,38,4,6,2,13,30,104.6,7,11,4,0,0.9047619047619048,0.3333333333333333,1.13,0.79,Over-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Oncology,40,28,12,3,0,15,32,90.5,2,4,3,0,0.7,0.0,1.68,1.14,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Surgery,52,44,8,8,2,19,44,76.9,7,20,6,2,0.8461538461538461,0.25,1.43,1.0,Balanced,2.0,130.95,0.0,6.0,0.0,9518.4,0.0
2025-01-23,Maternity,46,34,12,4,1,14,44,97.1,6,10,3,1,0.7391304347826086,0.25,1.71,1.29,Balanced,1.0,75.9,0.0,2.0,1.0,4822.42,0.0
2025-01-24,Emergency,58,58,0,8,4,22,52,89.9,7,26,4,4,1.0,0.5,1.28,0.9,Over-utilized,4.0,137.05,2.0,3.25,0.25,6304.215,1.0
2025-01-24,ICU,34,32,2,34,30,19,61,84.7,1,8,1,1,0.9411764705882353,0.8823529411764706,2.5,1.91,Over-utilized,1.0,91.7,0.0,18.0,0.0,26250.88,1.0
2025-01-24,Cardiology,48,36,12,10,3,15,31,79.6,4,11,7,1,0.75,0.3,1.28,0.86,Balanced,1.0,143.4,0.0,5.0,1.0,8282.28,0.0
2025-01-24,Orthopedics,44,33,11,2,0,10,33,82.8,9,12,2,2,0.75,0.0,1.3,1.0,Balanced,2.0,89.65,1.0,1.0,0.0,3597.2799999999997,0.0
2025-01-24,General Medicine,76,67,9,5,2,24,56,101.1,5,18,3,6,0.881578947368421,0.4,1.19,0.84,Over-utilized,6.0,86.33333333333333,0.0,2.0,0.0,4733.091666666666,1.0
2025-01-24,Neurology,36,29,7,5,1,10,32,85.2,12,14,4,2,0.8055555555555556,0.2,1.45,1.1,Balanced,2.0,112.85000000000001,0.0,1.5,0.5,4251.33,0.0
2025-01-24,Pediatrics,42,29,13,6,0,13,32,79.2,2,8,6,2,0.6904761904761905,0.0,1.55,1.1,Balanced,2.0,60.25,1.0,1.0,0.0,3558.79,0.0
2025-01-24,Oncology,40,32,8,3,0,10,27,87.1,4,7,3,0,0.8,0.0,1.16,0.84,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,Surgery,52,41,11,8,1,19,48,81.4,3,10,7,1,0.7884615384615384,0.125,1.63,1.17,Balanced,1.0,68.8,0.0,7.0,0.0,9499.69,1.0
2025-01-24,Maternity,46,36,10,4,0,13,36,100.2,1,7,4,1,0.782608695652174,0.0,1.36,1.0,Balanced,1.0,116.0,0.0,5.0,0.0,7795.21,0.0
2025-01-25,Emergency,58,58,0,8,0,24,60,89.8,9,32,8,3,1.0,0.0,1.45,1.03,Over-utilized,3.0,164.03333333333333,1.0,2.0,0.0,5131.74,0.0
2025-01-25,ICU,34,34,0,34,30,18,57,99.0,4,9,1,2,1.0,0.8823529411764706,2.21,1.68,Over-utilized,2.0,101.35,2.0,13.5,0.0,19574.800000000003,1.0
2025-01-25,Cardiology,48,36,12,10,1,17,36,75.5,1,4,9,1,0.75,0.1,1.47,1.0,Balanced,1.0,105.6,0.0,3.0,0.0,5977.99,0.0
2025-01-25,Orthopedics,44,31,13,2,0,9,30,87.3,4,11,2,2,0.7045454545454546,0.0,1.26,0.97,Balanced,2.0,138.2,0.0,3.5,0.5,6747.16,0.0
2025-01-25,General Medicine,76,66,10,5,0,18,49,91.0,6,8,5,3,0.868421052631579,0.0,1.02,0.74,Over-utilized,3.0,138.4333333333333,0.0,7.0,0.0,10144.473333333333,0.0
2025-01-25,Neurology,36,29,7,5,0,11,23,67.4,11,5,5,0,0.8055555555555556,0.0,1.17,0.79,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,Pediatrics,42,32,10,6,0,9,31,73.9,6,9,6,1,0.7619047619047619,0.0,1.25,0.97,Balanced,1.0,89.9,0.0,6.0,0.0,7035.36,0.0
2025-01-25,Oncology,40,27,13,3,0,10,29,78.3,5,7,3,0,0.675,0.0,1.44,1.07,Balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,Surgery,52,40,12,8,4,21,39,86.3,4,12,4,2,0.7692307692307693,0.5,1.5,0.98,Balanced,2.0,101.0,0.0,2.0,0.0,4697.5650000000005,0.0
2025-01-25,Maternity,46,29,17,4,1,10,34,75.4,2,1,3,0,0.6304347826086957,0.25,1.52,1.17,Under-utilized,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,Emergency,58,52,6,8,1,22,53,99.0,12,25,7,2,0.896551724137931,0.125,1.44,1.02,Over-utilized,2.0,152.1,1.0,3.5,0.0,6238.17,1.0
