date,department,bed_capacity,occupied_beds,available_beds,icu_capacity,icu_occupancy,doctors_allocated,nurses_allocated,equipment_utilization_pct,mri_usage,ct_usage,ventilator_available,daily_admissions
2025-02-12,Surgery,52,43,9,8,0,18,45,84.6,4,9,8,1
2025-02-12,Maternity,46,27,19,4,0,11,33,75.1,2,0,4,1
2025-02-13,Emergency,58,58,0,8,2,20,59,87.5,12,27,6,1
2025-02-13,ICU,34,34,0,34,31,17,68,85.5,6,11,0,2
2025-02-13,Cardiology,48,38,10,10,2,16,34,93.9,3,9,8,5
2025-02-13,Orthopedics,44,29,15,2,0,12,25,83.9,4,3,2,0
2025-02-13,General Medicine,76,59,17,5,0,19,46,87.6,4,10,5,2
2025-02-13,Neurology,36,27,9,5,2,17,28,82.3,10,13,3,0
2025-02-13,Pediatrics,42,33,9,6,0,8,33,78.7,4,15,6,2
2025-02-13,Oncology,40,30,10,3,0,12,32,84.3,2,0,3,0
2025-02-13,Surgery,52,40,12,8,0,19,43,82.2,0,11,8,2
2025-02-13,Maternity,46,35,11,4,0,15,35,69.1,0,7,4,1
2025-02-14,Emergency,58,56,2,8,1,19,57,91.6,7,31,7,3
2025-02-14,ICU,34,34,0,34,30,16,62,103.0,4,18,1,3
2025-02-14,Cardiology,48,41,7,10,2,15,36,84.9,4,12,8,0
2025-02-14,Orthopedics,44,33,11,2,1,11,23,88.1,11,17,1,4
2025-02-14,General Medicine,76,71,5,5,2,24,42,103.0,5,15,3,7
2025-02-14,Neurology,36,33,3,5,0,10,30,74.9,13,9,5,2
2025-02-14,Pediatrics,42,34,8,6,0,14,38,88.4,3,9,6,2
2025-02-14,Oncology,40,27,13,3,0,10,33,79.0,2,3,3,0
2025-02-14,Surgery,52,38,14,8,2,19,43,81.5,6,17,6,2
2025-02-14,Maternity,46,33,13,4,0,15,34,72.8,0,2,4,1
2025-02-15,Emergency,58,58,0,8,3,21,53,99.2,10,30,5,0
2025-02-15,ICU,34,34,0,34,31,17,57,67.6,1,11,0,1
2025-02-15,Cardiology,48,34,14,10,0,17,37,79.2,0,11,10,1
2025-02-15,Orthopedics,44,30,14,2,0,11,34,69.3,6,0,2,1
2025-02-15,General Medicine,76,68,8,5,1,21,51,99.0,1,16,4,2
2025-02-15,Neurology,36,30,6,5,2,13,25,,12,12,3,3
2025-02-15,Pediatrics,42,29,13,6,1,12,31,79.5,5,11,5,1
2025-02-15,Oncology,40,28,12,3,0,8,24,88.6,6,11,3,3
2025-02-15,Surgery,52,43,9,8,2,16,34,89.9,5,13,6,0
2025-02-15,Maternity,46,30,16,4,0,11,36,81.2,4,1,4,2
2025-02-16,Emergency,58,58,0,8,4,23,52,88.7,14,35,4,5
2025-02-16,ICU,34,34,0,34,30,19,68,104.2,2,6,1,2
2025-02-16,Cardiology,48,42,6,10,2,16,40,81.3,6,8,8,2
2025-02-16,Orthopedics,44,31,13,2,1,13,29,75.2,7,5,1,0
2025-02-16,General Medicine,76,73,3,5,0,18,48,88.2,6,17,5,3
2025-02-16,Neurology,36,32,4,5,0,11,31,92.5,11,9,5,0
2025-02-16,Pediatrics,42,30,12,6,2,10,37,76.1,5,10,4,1
2025-02-16,Oncology,40,33,7,3,1,12,25,86.0,3,0,2,1
2025-02-16,Surgery,52,40,12,8,3,16,40,82.8,3,5,5,1
2025-02-16,Maternity,46,26,20,4,1,13,41,83.0,2,2,3,0
2025-02-17,Emergency,58,53,5,8,3,23,49,90.4,12,30,5,3
2025-02-17,ICU,34,34,0,34,31,17,65,78.7,3,10,0,3
2025-02-17,Cardiology,48,33,15,10,2,9,38,85.2,6,11,8,1
2025-02-17,Orthopedics,44,30,14,2,0,11,29,78.3,7,0,2,0
2025-02-17,General Medicine,76,67,9,5,2,18,56,92.5,10,15,3,6
2025-02-17,Neurology,36,29,7,5,3,13,24,79.2,12,9,2,1
2025-02-17,Pediatrics,42,28,14,6,3,14,35,85.8,1,13,3,1
2025-02-17,Oncology,40,26,14,3,1,13,37,74.2,4,5,2,1
2025-02-17,Surgery,52,41,11,8,3,21,41,88.5,1,11,5,2
2025-02-17,Maternity,46,26,20,4,0,15,33,75.5,3,5,4,0
2025-02-18,Emergency,58,55,3,8,2,21,51,94.2,8,26,6,2
2025-02-18,ICU,34,31,3,34,30,18,68,87.6,3,7,1,1
2025-02-18,Cardiology,48,39,9,10,1,15,35,70.3,7,9,9,1
2025-02-18,Orthopedics,44,30,14,2,0,13,22,82.0,6,13,2,1
2025-02-18,General Medicine,76,63,13,5,0,21,49,86.6,3,6,5,1
2025-02-18,Neurology,36,33,3,5,0,11,26,93.2,13,5,5,2
2025-02-18,Pediatrics,42,30,12,6,1,12,37,87.5,2,4,5,2
2025-02-18,Oncology,40,31,9,3,0,11,34,82.5,4,5,3,3
2025-02-18,Surgery,52,42,10,8,1,18,39,81.3,3,5,7,1
2025-02-18,Maternity,46,31,15,4,1,11,40,87.8,2,5,3,2
2025-02-19,Emergency,58,56,2,8,0,21,58,71.3,12,33,8,2
2025-02-19,ICU,34,34,0,34,31,17,67,97.9,3,10,0,2
2025-02-19,Cardiology,48,34,14,10,3,16,42,74.5,4,17,7,1
2025-02-19,Orthopedics,44,28,16,2,0,12,21,83.7,8,4,2,2
2025-02-19,General Medicine,76,65,11,5,0,19,47,88.2,6,17,5,5
2025-02-19,Neurology,36,32,4,5,0,7,23,78.8,7,11,5,3
2025-02-19,Pediatrics,42,32,10,6,0,11,35,95.9,4,2,6,2
2025-02-19,Oncology,40,33,7,3,1,11,35,98.7,9,9,2,3
2025-02-19,Surgery,52,42,10,8,0,21,40,97.8,7,4,8,2
2025-02-19,Maternity,46,27,19,4,0,15,37,84.0,0,0,4,0
2025-02-20,Emergency,58,57,1,8,2,22,54,91.4,12,30,6,0
2025-02-20,ICU,34,30,4,34,30,17,71,93.2,2,9,1,0
2025-02-20,Cardiology,48,37,11,10,1,16,41,100.7,5,6,9,0
2025-02-20,Orthopedics,44,36,8,2,0,12,22,72.6,8,15,2,3
2025-02-20,General Medicine,76,57,19,5,0,19,59,75.5,0,8,5,4
2025-02-20,Neurology,36,27,9,5,0,11,30,72.8,9,11,5,0
2025-02-20,Pediatrics,42,30,12,6,0,18,33,94.5,5,9,6,2
2025-02-20,Oncology,40,32,8,3,0,11,29,83.7,1,10,3,2
2025-02-20,Surgery,52,44,8,8,1,17,46,82.7,3,13,7,1
2025-02-20,Maternity,46,26,20,4,0,15,30,85.6,0,7,4,1
2025-02-21,Emergency,58,53,5,8,1,18,53,92.8,7,33,7,6
2025-02-21,ICU,34,34,0,34,29,18,59,102.6,4,16,2,2
2025-02-21,Cardiology,48,34,14,10,1,17,32,79.5,3,13,9,2
2025-02-21,Orthopedics,44,31,13,2,1,11,35,78.4,5,8,1,1
2025-02-21,General Medicine,76,67,9,5,0,19,53,91.4,4,18,5,2
2025-02-21,Neurology,36,27,9,5,2,11,33,70.8,8,4,3,0
2025-02-21,Pediatrics,42,33,9,6,1,13,32,89.9,6,10,5,1
2025-02-21,Oncology,40,32,8,3,0,11,28,85.1,2,5,3,1
2025-02-21,Surgery,52,41,11,8,2,20,42,84.6,2,9,6,2
2025-02-21,Maternity,46,29,17,4,0,12,32,70.2,1,1,4,0
2025-02-22,Emergency,58,58,0,8,0,22,57,94.6,12,30,8,3
2025-02-22,ICU,34,34,0,34,29,19,63,84.7,6,20,2,3
2025-02-22,Cardiology,48,38,10,10,5,14,37,90.3,2,11,5,2
2025-02-22,Orthopedics,44,30,14,2,0,11,34,87.4,5,0,2,2
2025-02-22,General Medicine,76,73,3,5,1,19,56,93.8,4,23,4,3
2025-02-22,Neurology,36,29,7,5,1,13,26,86.6,12,6,4,1
2025-02-22,Pediatrics,42,33,9,6,1,13,38,89.8,4,6,5,1
2025-02-22,Oncology,40,31,9,3,0,8,33,88.3,5,13,3,1
2025-02-22,Surgery,52,44,8,8,0,17,44,89.3,3,12,8,2
2025-02-22,Maternity,46,31,15,4,2,15,32,76.7,0,0,2,0
2025-02-23,Emergency,58,58,0,8,3,20,52,89.5,9,33,5,2
2025-02-23,ICU,34,34,0,34,32,19,69,94.0,4,15,0,0
2025-02-23,Cardiology,48,36,12,10,2,13,35,97.8,5,18,8,1
2025-02-23,Orthopedics,44,28,16,2,2,12,26,93.4,5,7,0,1
2025-02-23,General Medicine,76,70,6,5,1,20,54,97.3,4,12,4,5
2025-02-23,Neurology,36,28,8,5,1,12,32,73.8,12,11,4,2
2025-02-23,Pediatrics,42,35,7,6,1,15,35,97.8,3,6,5,0
2025-02-23,Oncology,40,29,11,3,1,12,28,79.9,6,0,2,0
2025-02-23,Surgery,52,41,11,8,2,19,45,82.3,0,12,6,2
2025-02-23,Maternity,46,31,15,4,0,13,37,92.3,2,7,4,3
2025-02-24,Emergency,58,54,4,8,3,23,58,,11,31,5,1
2025-02-24,ICU,34,34,0,34,30,18,65,108.0,5,13,1,1
2025-02-24,Cardiology,48,35,13,10,3,15,42,71.0,5,8,7,1
2025-02-24,Orthopedics,44,37,7,2,0,8,35,79.1,7,4,2,2
2025-02-24,General Medicine,76,67,9,5,2,15,45,92.7,7,11,3,4
2025-02-24,Neurology,36,28,8,5,0,15,28,82.0,6,10,5,0
2025-02-24,Pediatrics,42,31,11,6,0,12,38,79.8,3,0,6,0
2025-02-24,Oncology,40,25,15,3,0,9,31,84.6,7,7,3,0
2025-02-24,Surgery,52,46,6,8,1,18,39,100.5,5,15,7,0
2025-02-24,Maternity,46,28,18,4,0,12,32,77.8,1,5,4,1
2025-02-25,Emergency,58,58,0,8,1,23,51,86.5,10,35,7,3
2025-02-25,ICU,34,34,0,34,31,19,65,97.0,4,12,0,0
2025-02-25,Cardiology,48,35,13,10,3,11,33,85.4,5,3,7,0
2025-02-25,Orthopedics,44,32,12,2,2,13,26,86.1,6,3,0,0
2025-02-25,General Medicine,76,62,14,5,0,22,42,90.5,1,3,5,1
2025-02-25,Neurology,36,31,5,5,0,9,30,89.3,10,12,5,1
2025-02-25,Pediatrics,42,29,13,6,0,15,28,76.6,0,12,6,0
2025-02-25,Oncology,40,33,7,3,1,10,33,73.1,6,10,2,1
2025-02-25,Surgery,52,45,7,8,2,19,46,91.6,2,8,6,1
2025-02-25,Maternity,46,31,15,4,2,14,32,81.6,4,2,2,1
2025-02-26,Emergency,58,58,0,8,3,23,55,82.5,11,34,5,2
2025-02-26,ICU,34,34,0,34,32,18,66,100.3,2,10,0,2
2025-02-26,Cardiology,48,37,11,10,2,14,38,89.8,3,13,8,3
2025-02-26,Orthopedics,44,33,11,2,0,13,25,83.5,7,5,2,1
2025-02-26,General Medicine,76,62,14,5,0,19,52,72.2,3,14,5,0
2025-02-26,Neurology,36,28,8,5,1,11,29,81.9,7,12,4,1
2025-02-26,Pediatrics,42,34,8,6,0,16,38,84.6,2,7,6,2
2025-02-26,Oncology,40,31,9,3,0,9,33,77.8,2,9,3,1
2025-02-26,Surgery,52,44,8,8,2,18,39,95.5,2,13,6,1
2025-02-26,Maternity,46,31,15,4,0,10,38,,0,6,4,3
2025-02-27,Emergency,58,58,0,8,1,20,56,85.3,8,25,7,7
2025-02-27,ICU,34,34,0,34,31,18,68,92.7,5,8,0,3
2025-02-27,Cardiology,48,29,19,10,2,16,38,89.6,0,10,8,0
2025-02-27,Orthopedics,44,30,14,2,0,14,24,77.6,2,1,2,1
2025-02-27,General Medicine,76,64,12,5,4,18,55,96.5,4,18,1,1
2025-02-27,Neurology,36,28,8,5,3,11,32,93.1,9,15,2,0
2025-02-27,Pediatrics,42,31,11,6,0,13,27,95.1,1,9,6,1
2025-02-27,Oncology,40,30,10,3,2,12,30,91.0,3,13,1,3
2025-02-27,Surgery,52,42,10,8,3,18,45,84.4,4,9,5,2
2025-02-27,Maternity,46,28,18,4,2,15,36,101.7,0,3,2,1
2025-02-28,Emergency,58,57,1,8,2,21,46,83.5,11,27,6,2
2025-02-28,ICU,34,34,0,34,32,21,68,97.9,4,11,0,2
2025-02-28,Cardiology,48,37,11,10,3,14,31,85.5,3,10,7,2
2025-02-28,Orthopedics,44,28,16,2,0,10,28,84.1,5,1,2,0
2025-02-28,General Medicine,76,65,11,5,0,22,56,82.9,7,9,5,3
2025-02-28,Neurology,36,27,9,5,0,15,24,101.0,10,15,5,1
2025-02-28,Pediatrics,42,27,15,6,0,13,35,78.4,2,0,6,0
2025-02-28,Oncology,40,32,8,3,0,13,31,80.4,3,2,3,1
2025-02-28,Surgery,52,45,7,8,5,16,44,98.2,3,18,3,1
2025-02-28,Maternity,46,28,18,4,1,12,31,77.1,1,0,3,2
2025-03-01,Emergency,58,47,11,8,3,21,51,89.8,7,18,5,0
2025-03-01,ICU,34,32,2,34,30,19,60,97.9,3,10,1,0
2025-03-01,Cardiology,48,34,14,10,3,11,39,96.5,5,12,7,1
2025-03-01,Orthopedics,44,30,14,2,0,11,38,85.1,6,1,2,1
2025-03-01,General Medicine,76,71,5,5,0,24,53,99.6,3,16,5,5
2025-03-01,Neurology,36,33,3,5,0,13,30,78.0,14,19,5,0
2025-03-01,Pediatrics,42,31,11,6,1,13,31,87.1,4,7,5,1
2025-03-01,Oncology,40,28,12,3,0,11,26,86.0,5,1,3,0
2025-03-01,Surgery,52,38,14,8,4,19,46,94.5,2,11,4,1
2025-03-01,Maternity,46,29,17,4,0,13,30,95.1,3,3,4,2
2025-03-02,Emergency,58,55,3,8,4,21,55,87.6,6,28,4,3
2025-03-02,ICU,34,32,2,34,32,14,66,87.9,7,7,0,3
2025-03-02,Cardiology,48,33,15,10,3,17,41,77.6,7,11,7,1
2025-03-02,Orthopedics,44,31,13,2,0,9,37,96.1,4,9,2,2
2025-03-02,General Medicine,76,72,4,5,2,16,46,98.1,2,10,3,5
2025-03-02,Neurology,36,29,7,5,0,10,26,81.0,10,15,5,1
2025-03-02,Pediatrics,42,29,13,6,0,15,38,101.4,1,3,6,1
2025-03-02,Oncology,40,29,11,3,0,9,28,81.2,1,7,3,1
2025-03-02,Surgery,52,40,12,8,1,20,45,73.8,5,15,7,2
2025-03-02,Maternity,46,28,18,4,1,16,36,72.9,2,2,3,1
2025-03-03,Emergency,58,52,6,8,3,25,55,102.5,8,25,5,3
2025-03-03,ICU,34,34,0,34,31,17,61,84.3,4,18,0,1
2025-03-03,Cardiology,48,39,9,10,1,17,34,88.8,7,18,9,1
2025-03-03,Orthopedics,44,34,10,2,0,9,32,78.1,8,14,2,1
2025-03-03,General Medicine,76,66,10,5,0,23,52,89.8,0,10,5,3
2025-03-03,Neurology,36,32,4,5,0,11,30,72.5,11,8,5,3
2025-03-03,Pediatrics,42,27,15,6,1,10,31,103.8,2,12,5,0
2025-03-03,Oncology,40,29,11,3,2,10,29,77.6,5,0,1,0
2025-03-03,Surgery,52,47,5,8,1,18,38,92.5,3,11,7,4
2025-03-03,Maternity,46,29,17,4,1,12,35,83.8,0,2,3,0
2025-03-04,Emergency,58,52,6,8,3,23,60,87.5,8,20,5,3
2025-03-04,ICU,34,30,4,34,31,14,65,77.7,3,14,0,0
2025-03-04,Cardiology,48,38,10,10,3,15,38,86.0,6,8,7,1
2025-03-04,Orthopedics,44,28,16,2,0,12,22,73.8,6,6,2,2
2025-03-04,General Medicine,76,62,14,5,2,17,51,83.8,4,15,3,1
2025-03-04,Neurology,36,29,7,5,0,10,28,87.4,11,9,5,0
2025-03-04,Pediatrics,42,31,11,6,1,12,29,83.1,2,11,5,1
2025-03-04,Oncology,40,29,11,3,0,13,32,95.0,2,2,3,0
2025-03-04,Surgery,52,41,11,8,2,18,43,73.9,0,6,6,2
2025-03-04,Maternity,46,27,19,4,1,14,33,82.3,0,2,3,0
2025-03-05,Emergency,58,54,4,8,2,23,52,82.4,13,37,6,3
2025-03-05,ICU,34,31,3,34,33,19,60,86.5,3,5,0,1
2025-03-05,Cardiology,48,37,11,10,2,15,37,88.8,8,17,8,3
2025-03-05,Orthopedics,44,33,11,2,0,12,28,85.3,6,9,2,2
2025-03-05,General Medicine,76,62,14,5,0,20,57,75.4,3,12,5,2
2025-03-05,Neurology,36,31,5,5,0,15,34,90.2,11,13,5,0
2025-03-05,Pediatrics,42,27,15,6,0,12,30,86.3,2,6,6,2
2025-03-05,Oncology,40,28,12,3,2,11,32,62.8,0,3,1,0
2025-03-05,Surgery,52,39,13,8,1,17,43,88.9,6,12,7,1
2025-03-05,Maternity,46,28,18,4,0,13,26,67.1,0,2,4,0
2025-03-06,Emergency,58,49,9,8,4,17,53,88.3,8,23,4,1
2025-03-06,ICU,34,34,0,34,31,18,59,106.7,3,3,0,1
2025-03-06,Cardiology,48,38,10,10,3,13,35,81.3,5,10,7,0
2025-03-06,Orthopedics,44,31,13,2,0,12,38,81.0,9,6,2,0
2025-03-06,General Medicine,76,62,14,5,2,19,55,72.6,3,6,3,0
2025-03-06,Neurology,36,28,8,5,1,9,22,98.5,13,8,4,3
2025-03-06,Pediatrics,42,29,13,6,2,13,34,79.1,5,5,4,3
2025-03-06,Oncology,40,31,9,3,0,11,33,89.3,4,5,3,1
2025-03-06,Surgery,52,41,11,8,2,17,45,,2,15,6,1
2025-03-06,Maternity,46,31,15,4,1,13,32,86.2,4,10,3,1
2025-03-07,Emergency,58,54,4,8,4,22,58,90.4,9,23,4,3
2025-03-07,ICU,34,31,3,34,32,18,65,87.4,2,3,0,1
2025-03-07,Cardiology,48,40,8,10,2,17,36,93.9,5,5,8,2
2025-03-07,Orthopedics,44,32,12,2,0,12,30,98.7,4,9,2,1
2025-03-07,General Medicine,76,70,6,5,0,20,53,94.5,4,18,5,5
2025-03-07,Neurology,36,31,5,5,1,13,28,78.4,14,10,4,2
2025-03-07,Pediatrics,42,26,16,6,2,12,32,73.9,5,0,4,1
2025-03-07,Oncology,40,32,8,3,1,12,32,90.8,3,6,2,1
2025-03-07,Surgery,52,44,8,8,2,16,42,85.8,6,13,6,1
2025-03-07,Maternity,46,32,14,4,0,14,38,95.5,2,1,4,2
2025-03-08,Emergency,58,58,0,8,3,21,57,97.1,14,39,5,3
2025-03-08,ICU,34,34,0,34,29,18,68,101.0,0,15,2,1
2025-03-08,Cardiology,48,38,10,10,3,14,41,90.8,4,13,7,4
2025-03-08,Orthopedics,44,34,10,2,0,10,23,91.9,4,9,2,3
2025-03-08,General Medicine,76,66,10,5,0,19,51,90.1,5,22,5,2
2025-03-08,Neurology,36,26,10,5,0,11,29,80.8,9,7,5,1
2025-03-08,Pediatrics,42,28,14,6,0,12,26,70.4,2,5,6,3
2025-03-08,Oncology,40,30,10,3,1,11,29,86.6,1,9,2,2
2025-03-08,Surgery,52,44,8,8,3,19,36,86.9,4,16,5,1
2025-03-08,Maternity,46,24,22,4,0,16,35,90.7,1,2,4,0
2025-03-09,Emergency,58,56,2,8,1,23,50,88.1,9,30,7,2
2025-03-09,ICU,34,33,1,34,30,15,57,78.1,2,14,1,3
2025-03-09,Cardiology,48,34,14,10,2,14,37,81.9,4,10,8,1
2025-03-09,Orthopedics,44,29,15,2,1,9,28,73.8,6,9,1,1
2025-03-09,General Medicine,76,76,0,5,0,20,58,91.2,3,21,5,6
2025-03-09,Neurology,36,30,6,5,1,11,25,88.8,12,9,4,1
2025-03-09,Pediatrics,42,30,12,6,0,14,31,75.5,5,12,6,2
2025-03-09,Oncology,40,27,13,3,1,9,29,88.5,0,3,2,0
2025-03-09,Surgery,52,38,14,8,3,17,53,92.5,4,13,5,2
2025-03-09,Maternity,46,33,13,4,0,14,38,88.1,0,2,4,1
2025-03-10,Emergency,58,55,3,8,3,18,56,86.1,8,25,5,0
2025-03-10,ICU,34,33,1,34,30,18,60,104.8,2,14,1,0
2025-03-10,Cardiology,48,38,10,10,3,15,37,71.4,6,9,7,1
2025-03-10,Orthopedics,44,28,16,2,0,11,26,85.6,5,2,2,1
2025-03-10,General Medicine,76,66,10,5,0,20,52,85.0,5,16,5,2
2025-03-10,Neurology,36,28,8,5,1,10,26,84.4,8,14,4,0
2025-03-10,Pediatrics,42,28,14,6,1,8,36,96.3,3,9,5,2
2025-03-10,Oncology,40,29,11,3,0,9,32,86.2,5,3,3,2
2025-03-10,Surgery,52,41,11,8,1,17,40,75.6,3,8,7,0
2025-03-10,Maternity,46,30,16,4,0,10,33,86.0,3,5,4,0
2025-03-11,Emergency,58,57,1,8,2,21,47,103.5,10,30,6,2
2025-03-11,ICU,34,30,4,34,31,17,66,84.2,0,11,0,2
2025-03-11,Cardiology,48,35,13,10,2,13,43,80.1,5,11,8,1
2025-03-11,Orthopedics,44,31,13,2,1,8,35,82.1,4,9,1,4
2025-03-11,General Medicine,76,62,14,5,1,22,53,85.1,2,16,4,4
2025-03-11,Neurology,36,30,6,5,4,14,23,76.3,11,17,1,0
2025-03-11,Pediatrics,42,32,10,6,1,15,28,81.1,1,2,5,0
2025-03-11,Oncology,40,33,7,3,1,13,31,86.3,5,8,2,2
2025-03-11,Surgery,52,44,8,8,2,19,40,84.6,4,20,6,2
2025-03-11,Maternity,46,28,18,4,0,10,33,76.4,3,0,4,0
2025-03-12,Emergency,58,52,6,8,5,22,56,93.1,9,25,3,2
2025-03-12,ICU,34,34,0,34,31,17,70,90.6,2,13,0,2
2025-03-12,Cardiology,48,38,10,10,2,13,35,89.5,7,11,8,3
2025-03-12,Orthopedics,44,31,13,2,2,12,38,73.0,6,5,0,2
2025-03-12,General Medicine,76,58,18,5,0,21,51,86.6,2,14,5,2
2025-03-12,Neurology,36,31,5,5,1,12,27,94.0,9,3,4,0
2025-03-12,Pediatrics,42,26,16,6,1,9,35,78.1,1,8,5,0
2025-03-12,Oncology,40,27,13,3,1,8,35,77.4,2,3,2,0
2025-03-12,Surgery,52,43,9,8,1,16,46,92.0,1,15,7,3
2025-03-12,Maternity,46,28,18,4,0,12,34,70.2,0,3,4,0
2025-03-13,Emergency,58,47,11,8,0,22,53,75.9,6,21,8,2
2025-03-13,ICU,34,32,2,34,32,17,65,97.8,7,9,0,1
2025-03-13,Cardiology,48,32,16,10,3,11,29,72.6,6,2,7,1
2025-03-13,Orthopedics,44,32,12,2,0,15,29,83.4,3,10,2,2
2025-03-13,General Medicine,76,68,8,5,0,17,59,109.6,6,12,5,5
2025-03-13,Neurology,36,31,5,5,0,13,24,93.1,11,12,5,0
2025-03-13,Pediatrics,42,28,14,6,2,12,27,79.2,4,8,4,3
2025-03-13,Oncology,40,27,13,3,1,14,28,79.5,7,7,2,0
2025-03-13,Surgery,52,41,11,8,0,18,39,83.3,4,8,8,2
2025-03-13,Maternity,46,34,12,4,1,12,30,90.6,0,4,3,3
2025-03-14,Emergency,58,48,10,8,0,23,53,80.5,9,21,8,4
2025-03-14,ICU,34,31,3,34,32,20,59,83.5,4,14,0,1
2025-03-14,Cardiology,48,43,5,10,2,16,33,97.8,5,19,8,3
2025-03-14,Orthopedics,44,36,8,2,0,11,31,85.1,6,11,2,3
2025-03-14,General Medicine,76,56,20,5,1,21,47,91.8,3,13,4,2
2025-03-14,Neurology,36,32,4,5,0,11,25,84.5,10,15,5,1
2025-03-14,Pediatrics,42,26,16,6,0,12,35,79.4,4,4,6,1
2025-03-14,Oncology,40,26,14,3,0,13,32,83.8,2,8,3,3
2025-03-14,Surgery,52,42,10,8,2,16,34,98.7,2,11,6,1
2025-03-14,Maternity,46,30,16,4,0,15,39,80.5,4,11,4,1
2025-03-15,Emergency,58,55,3,8,2,22,53,89.0,8,30,6,1
2025-03-15,ICU,34,34,0,34,28,19,61,86.4,4,16,3,3
2025-03-15,Cardiology,48,38,10,10,4,13,36,89.4,8,12,6,2
2025-03-15,Orthopedics,44,31,13,2,1,13,22,79.0,4,13,1,0
2025-03-15,General Medicine,76,64,12,5,3,22,53,97.1,8,17,2,3
2025-03-15,Neurology,36,32,4,5,1,11,28,71.2,6,8,4,2
2025-03-15,Pediatrics,42,24,18,6,0,12,31,68.3,1,10,6,0
2025-03-15,Oncology,40,32,8,3,0,10,20,99.4,3,15,3,1
2025-03-15,Surgery,52,38,14,8,2,14,38,86.6,1,8,6,1
2025-03-15,Maternity,46,31,15,4,1,12,32,70.8,0,0,3,1
2025-03-16,Emergency,58,57,1,8,2,21,51,90.2,8,23,6,3
2025-03-16,ICU,34,34,0,34,31,16,61,99.0,2,11,0,1
2025-03-16,Cardiology,48,35,13,10,2,17,37,80.3,4,8,8,1
2025-03-16,Orthopedics,44,36,8,2,0,12,32,97.8,8,4,2,5
2025-03-16,General Medicine,76,70,6,5,1,23,51,97.2,4,8,4,2
2025-03-16,Neurology,36,30,6,5,0,10,24,62.5,6,7,5,1
2025-03-16,Pediatrics,42,30,12,6,2,13,37,96.3,4,2,4,1
2025-03-16,Oncology,40,32,8,3,0,10,31,82.4,4,0,3,0
2025-03-16,Surgery,52,44,8,8,3,17,36,83.4,6,8,5,2
2025-03-16,Maternity,46,29,17,4,2,11,37,82.8,0,4,2,0
2025-03-17,Emergency,58,56,2,8,2,22,53,97.2,8,27,6,7
2025-03-17,ICU,34,31,3,34,32,22,63,87.6,5,5,0,1
2025-03-17,Cardiology,48,44,4,10,3,12,32,,5,11,7,3
2025-03-17,Orthopedics,44,31,13,2,1,13,28,75.4,8,11,1,3
2025-03-17,General Medicine,76,67,9,5,0,21,45,75.7,1,11,5,3
2025-03-17,Neurology,36,27,9,5,0,12,33,87.2,9,11,5,1
2025-03-17,Pediatrics,42,28,14,6,1,12,35,85.6,0,0,5,0
2025-03-17,Oncology,40,31,9,3,1,13,31,89.4,3,7,2,0
2025-03-17,Surgery,52,48,4,8,1,17,45,86.2,5,12,7,2
2025-03-17,Maternity,46,31,15,4,2,13,39,70.8,0,5,2,0
2025-03-18,Emergency,58,52,6,8,3,23,53,94.6,10,28,5,1
2025-03-18,ICU,34,30,4,34,30,20,63,86.8,1,1,1,1
2025-03-18,Cardiology,48,31,17,10,4,18,44,86.3,5,8,6,1
2025-03-18,Orthopedics,44,33,11,2,1,11,30,87.0,7,2,1,2
2025-03-18,General Medicine,76,55,21,5,1,22,52,90.3,4,19,4,1
2025-03-18,Neurology,36,27,9,5,0,11,27,86.1,8,10,5,2
2025-03-18,Pediatrics,42,32,10,6,0,14,29,84.7,0,8,6,3
2025-03-18,Oncology,40,33,7,3,0,9,23,92.6,1,11,3,2
2025-03-18,Surgery,52,37,15,8,4,19,43,86.0,4,10,4,2
2025-03-18,Maternity,46,28,18,4,0,12,38,89.1,0,4,4,1
2025-03-19,Emergency,58,53,5,8,1,23,51,85.6,11,34,7,1
2025-03-19,ICU,34,33,1,34,32,20,61,93.9,3,16,0,2
2025-03-19,Cardiology,48,34,14,10,4,13,42,90.7,1,8,6,1
2025-03-19,Orthopedics,44,34,10,2,0,10,32,97.4,8,8,2,3
2025-03-19,General Medicine,76,65,11,5,0,20,58,88.4,8,20,5,6
2025-03-19,Neurology,36,28,8,5,0,13,22,82.1,8,5,5,0
2025-03-19,Pediatrics,42,28,14,6,2,11,30,93.8,1,17,4,3
2025-03-19,Oncology,40,28,12,3,0,13,29,69.8,2,5,3,1
2025-03-19,Surgery,52,40,12,8,4,21,41,74.1,4,11,4,2
2025-03-19,Maternity,46,29,17,4,0,13,32,83.0,0,8,4,3
2025-03-20,Emergency,58,54,4,8,2,22,53,90.4,10,30,6,5
2025-03-20,ICU,34,28,6,34,32,18,68,77.8,3,6,0,0
2025-03-20,Cardiology,48,40,8,10,2,15,41,84.2,8,10,8,3
2025-03-20,Orthopedics,44,33,11,2,2,12,32,97.0,9,5,0,1
2025-03-20,General Medicine,76,57,19,5,0,19,53,70.1,1,10,5,1
2025-03-20,Neurology,36,31,5,5,0,10,25,88.9,10,11,5,1
2025-03-20,Pediatrics,42,29,13,6,0,13,42,76.6,3,7,6,1
2025-03-20,Oncology,40,30,10,3,0,12,34,69.9,0,6,3,1
2025-03-20,Surgery,52,42,10,8,4,16,39,83.0,6,15,4,4
